username,comment,date,likes
@itto1282,I miss this legend,1 year ago,2
@paulallen3665,Sigma rule #69: Insult the media,1 year ago,0
@davidnichol6282,At least Trump has the strength of character to stand up to the press. On occasions Biden just walks out in front of the media.,1 year ago,0
@thebeginning2595,Life hack- How you feel about someone is how you reflect on your own behavior.,1 year ago,0
@billbertboyce324,0:37 I completely agree with that,2 years ago,23
@sammybeck7794,When he air brushes his face with Dorito dust he always seems to miss around his eyes.,2 years ago,8
@kingstonperez-2484,The guy shouldn't have interrupted Trump but that attitude Trump gave him was uncalled for so I think they are both in the wrong,5 months ago,2
@nikname5910,this guy is a boss now you have biden he forget his lunch 30min after eating,1 year ago,2
@ericdietz2605,Man I miss him,1 year ago,1
@riverday9131,At least you have a Chance to challenge or even attack your president verbally.,11 months ago,0
@adam-iy5oy,"nobody:
trump's finger:",3 years ago,6
@edm8777,That mic whip was beautiful,3 years ago,0
@weronikapiotrkowska6757,Well done Trump finally a President who says what he thinks.,3 years ago,9
@isolemayian6181,"""that is enough""",1 year ago,1
@Daniel-id6le,Loved this!,1 months ago,0
@wolfy9549,"Reporter: Ugh Mr. Pr- 

Trump: SIT TF DOWN",1 year ago,0
@davebancos,This would’ve been 10x better if he just went off and said ”Oh. I’M the rude one?!”,2 years ago,83
@garlicbreathcomedy5670,"I did that power-pose @1:39 yesterday at the supermarket.
Happy to say it worked at I got a refund on my unpopped popcorn",1 year ago,0
@nigelsensible807,"If only Jim had said "" what will you do when you lose the 2020 election""?",2 years ago,1
@TheRaptorWranglerCreates,"It’s called “Attacked” for Trump.
It’s called “nothing ever happened” for anybody else.",11 months ago,1
,"Trump only wants ""those people"" for the companies, not to better their lives. He only wants the people who can afford to come legally, both financially and all other things considered.",1 months ago,1
@susiestone5644,How come Jimmy or CNN has never acted this way with Brandon?,1 year ago,0
@rodg2218,"Do not forget the word ""respect"" at all times.",3 years ago,75
@benjaminchew36,"When your CNN channels are not releasing their latest news update, you get frustrated .
When you get frustrated, your work suffers.
When your work suffers, you interview the wrong man with the wrong question.
When you interview the wrong man with the wrong question, you gets the label of being a horrible and rude person.",3 years ago,0
@freedomfighter4830,They always keep coming with shenanigans to Trump! He handle it very well like a man!,2 years ago,8
@Nyra890,i kinda feel bad for the reporter. Who knows if he lost his job,1 months ago,1
@xsydor26,I love how the reporter just keeps coming back for more and more and more ...,2 years ago,1
@tim5111,This guy!,1 year ago,0
@antoniokim8033,“They weren’t actors” dang gg lol,3 years ago,742
@thethirdeye5850,I love this!,2 years ago,6
@sini3445,Trumps bodylanguage tells you everything. I´ve lived with narsissists long enough to recognize one. They always leaves the other person humiliated and carrying guilt which was never theirs.,6 months ago,1
@Legogenius007,This aged well,5 months ago,0
@seanlim222,"The reporter wasn't giving any sort of respect to trump whatsoever. No matter how crazy/cynical trump may be, it's always rude to keep on talking without letting others have a turn, just shows how bad your brought up is.",2 years ago,1
@Armyfortrump,Get him Mr President!,1 year ago,1
@JapDaZomby,I actually agree with Trump on this one: that guy is super rude and can’t let go of the questioning.,4 years ago,30
@traag7716,I miss OUR President Trump! A real President!,2 years ago,1
@vincentciliberti5026,Wondering what makes  Potus so upset.,2 years ago,0
@ConservativeAnthem,"""Jim"" decides to run the entire news conference.",4 months ago,1
@aknaruto87,Imagine trump as a teacher. I’d be skipping his class every week Monday-Friday or transfer schools. If he were an employee of a company I worked with id quit.,1 year ago,1
@tonylove4800,He has the vocabulary of a 10-year-old,1 year ago,0
@Xclub40X,"Legend had it, those migrants were actually paid actors by CNN",3 years ago,212
@chadbrisco4042,I'd laugh if the next person he called on started talking about something Trump didn't like. Lol.,1 year ago,0
@anitamedic2339,Love him!,1 year ago,1
@angelvasquez5066,How is he attacking? I didn’t see anything wrong with him.,1 year ago,0
@bostoncityofchampions6581,"No one knows ""rude and terrible"" like the Trumpster. Of course, Sean Hannity is NEVER rude and terrible.",1 year ago,0
@Antoine-gx4yl,"If it was just for this moment, i would votz for him",11 months ago,0
@exploreexostanexoandsuperj8096,"“Let me run the country, you run CNN” LOL",3 years ago,73
@twliteman2334,He loves to side track us as much as possible,1 year ago,0
@mynameisnotkinsley7061,He just really fits in with his CNN family,2 years ago,0
@carawikirran,miss him,11 months ago,0
@Anudorini-Talah,This is top tier comedy right there XDDDDDDDDD,3 years ago,1
@anubis0313,imagine trump of all people calling someone rude and treble,11 months ago,0
@LATVERIAN1,"He isn't a reporter; he's a stooge. Reporters
ask questions; they do not debate. Acosta's
such a little punk.",4 years ago,15
@whatsupinchina,"without Trump in Oval office anymore, this planet loses at least 50% of its sense of humor.",1 year ago,1
@JagtarSinghRana475,I am not American but Donald trump is the president which america needs ...he is a leader of true words which is a rare incident,3 years ago,1
@daradevil123,Nobody is gonna talk how trump kept interupting the reporter while he was asking questions?,1 year ago,2
@mooseyman74,I would have more respect for someone who has nuclear launch codes with him,3 years ago,0
@GameDevAras,Well said,1 year ago,0
@lindatwala2977,These reporters can be annoying too and won't stop when told to,3 years ago,66
@vicnaz.3888,"It's too late, but Bannn already got his present under the Christmas tree. It's not tied with pink ribbon though.",8 months ago,0
@killianmmmoore,What about implementing visas for low skilled workers? People without degrees deserve the same chances as those with degrees,3 years ago,0
@FoTwentyVlogs,"""Here we go""",11 months ago,6
@denverbutler1428,Simply: AMEN BROTHER,2 years ago,5
@F-22uuuu,Imagine if biden get treated like this,1 year ago,0
@thor9130,Why does every country's media hate their counties,3 years ago,169
@salwiser126,I can't help but love trump eventhough I am from Saudi Arabia and he has said some terrible things about my country.,3 years ago,0
@stevenkhol8485,"Hope,

Offering the truth of the election to  all Americans and the people in all over the world as well.",2 years ago,0
@theutopia777,"People who share a nation's values should be welcome, all else severely not.",1 year ago,0
@yanetsmith8354,"It's odd that he never minded using illegal immigrant labor for decades. He could have helped some with their  legal papers but never did. 
I've known people who have and they don't claim to have as much money as Trump, mind you they never would because they have class as well as benevolence.",3 years ago,0
@ademkapovskic8106,"""republicans pounce"" over and over, not even asking a question, he was heckling trump and forcing his opinion on the then president",11 months ago,0
@donaewestonpiperjr.4575,Our main stream media in the United States today is an absolute joke,2 years ago,142
@perfect1150,"This is called Projection.  A psychological term which means, ""The process of displacing one’s feelings onto a different person, animal, or object. The term is most commonly used to describe defensive projection—attributing one’s own unacceptable urges to another"".  The only rude, terrible person in this exchange is Trump himself.",3 years ago,0
@kriskaay,"I mean they were coming in illegally and Trump is holding his ground. Its not an ""attack"" on a CNN reporter, he clearly says it's a difference of opinion. That is considered being kind and acknowledging differences... not attacking someone.",2 years ago,0
@johnalver,I almost thought I was watching an instant messenger conversation,6 months ago,0
@jesusromero8827,I respect Donald Trump this is why we need leadership like him.,1 year ago,1
@Tom-mo5yf,"Bet almost  everyone  knows how
Who that reporter was without eaxen seeing  his face. ?",1 year ago,0
@khaledbaadarani,"At that moment he lost his job. No one talks when the president says ""enough""!!!!!!",3 years ago,101
@christianlisangola9383,Why are US reporters so impolite?You cannot talk to the president like that and interrupt him when he's talking,3 years ago,0
@100PercentOS2,This video was so funny.  Would make a great comedy skit.,2 weeks agos,0
@messi8921,And how right he was!,1 months ago,0
@alegrecastillo,"Love you Jim Acosta, don't let him get to you!!!",2 years ago,0
@andrewdion2107,he's right,1 year ago,2
@stevenmoore4612,“Yeah that’s true they aren’t actors! They’re not from Hollywood!”,4 years ago,121
@dunroyenterprisez,Donny J is funny ASF,3 years ago,0
@ChinaLake100,I watched this live as it happened in Draper hall at Western Michigan University,2 years ago,1
@chrisgorszczyk5521,Social credit score. Right here in America. Arguing over its structure.,1 year ago,0
@davidmatthews1710,I love Trumps backbone.......... he stands up for himself like no other president........,3 years ago,0
@B-M276,He's describing himself lol,1 year ago,0
@LS-jk3fk,"Rude, annoying, interruptive reporter. He deserves to get his mic pulled from his hand.",4 years ago,22
@frabe81118,its amazing that trump can barely form a sentence but claims Biden can't speak,2 years ago,0
@mariaeugenialuengoroman1365,I love mister Trump and his family.,1 year ago,0
@doddsalfa,When the opposite is true,1 year ago,0
@joannefruth8040,Love Trumps strength. The reporters need to shut up and sit down and listen.,3 years ago,0
@rde4017,"""You are a rude, terrible person"" - classic example of psychological deflection/projection.",11 months ago,0
@egannorton7349,I’m a Canadian and all of my friends say trump sucks. I asked then why but they can’t answer that question,4 years ago,535
@-rage-blackout9145,We need Dota announcer like this.,2 years ago,0
@donvolio4089,Trump definitely won the exchange. The difference of opinion line was lethal.,1 year ago,0
@magadalena3576,he is the best president as ever even l am not America but he is awesome,7 months ago,4
@shipraasaini,For the very first time America has got one President who cares for the country. If he wants Americans to be employed first then what's really wrong? His main concern is putting his people first and sorry that's not racism. More respect for him as he is not supporting any 'terrorist  nation ' in the name of giving aids.,3 years ago,0
@josephnixon7786,Give that man back the mic me myself would have said if you was running the White House like a president we wouldn't be having this conversation Carrot Top,1 year ago,1
@lilsufw2608,That dude is like that kid who tries to stand up for themself,3 years ago,43
@idreeskhan8885,You can tell as time goes on Trump secretly likes Acosta. Acosta has balls and is quite audacious just like Trump. Nowadays Trump even banters around with Acosta and always seems to give him the most time and picks him first,3 years ago,0
@notablesquid968,Even if you don't like Trump you have to admit he is very entertaining to watch.,2 years ago,1
@shahrulamar5358,Mr Trump is truly missed.,1 year ago,0
@elifrancoeur4602,"I don't support Trump, but the reporter was totally in the wrong here. Trump repeatedly said ""That's enough"" and was trying to get questions from other people, but the reporter continually interrupted him and the woman had to grab the microphone from him.",2 years ago,1
@danielpupo7013,Those are the nicest words to describe Trump.,11 months ago,0
@varunk4275,Who else got this in their recommend 2 years later??,2 years ago,782
@thechampionrock,I miss the candidness of DJT...,1 year ago,0
@jasonpalacios9533,"Trump gots some balls   
Trump: that's enough!!! 
He is our president he runs the show !",3 years ago,1
@MultiSasuke1990,Imagine a president acting like a baby!!!,11 months ago,0
@Enoughsenoughnomas,"Its funny when people say trump ""owns the media"";  He doesn't want to answer the question because he knows he'll have to lie so he throws a tantrum like a little 3 year old and then says ""how rude"".......and his supporters just act mind blown, like they are witnessing genius......""he throws a tantrum and says ""how rude"".....HOW DOES HE COME UP WITH THIS STUFF""",3 years ago,0
@officialdakstudios589,Bro Homie doesn’t realize who he’s arguing with,1 year ago,0
@Trump...,He was just such a rude person. I can't  stand people like that,2 years ago,10
@Zaltic,I miss Trump as a president. Strength and leadership is something America needs right now,1 year ago,0
@ashrafchoudhry5894,That is how the media in Pakistan should be respected.,3 years ago,0
@patrickfurlong9169,They ask Biden what kind of ice cream he is eating.,9 months ago,2
@Sam2.0574,Gosh I miss this so much!!!,5 months ago,0
@Homo_sAPEien,That’s ironic coming from Trump because I would describe Trump in the same way.,3 months ago,1
@lahemlahe,1:46 I thought trump was going down and knock the reporter,3 years ago,50
@JazzLowrider,"I'm not a fan of the media with their tricky questions, but Trump is not exactly honest person  so go figure",2 years ago,6
@chrisdell5679,"I have bad days in 2021. But I remember I don't hear him as much anymore, and things are suddenly wonderful.",1 year ago,1
@hasbor,Why they didn't they remove him like they do to other people,3 months ago,0
@mr2nut123,"For those familiar with the programme Dad's Army, this is the US equivalent.",10 months ago,0
@CanadianMonarchist,It takes one to know one.,1 year ago,0
@riametarmando2724,I'm on trumps side for the first time,3 years ago,36
@ErikS-,"The president has a point here! The reporter is claiming all the time and doesnt respect that other reporters also want to ask questions.
The reporter also asks these kinds of questions to irritate Trump.",3 years ago,0
@frogtaco9591,How many times did Trump call someone else incompetent and negative? Way too many time for a president,3 years ago,0
@TheHollandHS,2:24 lol the ending of THE GUARDIAN went perfect at  the reporters head,1 year ago,0
@nemanjaradojkovic7646,"This Is why Trump won again, he Is the BOSS. At 0:11 ""come on shuu"".",2 years ago,0
@PeterBornAgain,"If the President told me ""that's enough"" I think I would stop talking, common sense is it not?",2 months ago,2
@Fake-rt9uk,"1:48
LOL SHE JUST SNATCHED IT OUT OF HIS HANDS LMFAO",4 years ago,494
@jackjacky5729,"Love him to bits, Wish we had Trump running UK as well",3 years ago,0
@danoliver8804,What a Circus!  Highly entertaining.,8 months ago,1
@dustinprewitt,He hurt the orange troll's feelings :(,1 year ago,0
@BarrageHero,"You may not like him, but he has the Charisma to win again this year.",3 years ago,3
@OmarPerez-cq7zf,"Trump should have said ""Would You Shut Up Man?""",1 year ago,0
@truthseeker1181,"I love this President! He’s got guts, he is so real. CNN is a joke!!",3 years ago,60
@amyma1076,Whatever it is. He is the president of the US. Those reporters should give him some respect.,3 years ago,0
@dinguschrist5276,"Not a Trump supporter, not even American but that reporter is really rude. Trump had valid points in his argument and the reporter just went on and on.
The Guardian is really insistent on hating Trump ""Rude, horrible person"" isn't an attack, it's just stating rude manners",1 year ago,0
@sonicandshadowplayz,This got me lol,1 year ago,0
@240plazer6,"Trump calls him I rude terrible person, and Then trump throws out an insult and refuses to talk to him.
According to trump that is the reporter being rude.",2 years ago,0
@mrnounderscore1430,"""ok just sit down""",6 months ago,0
@happygustofwind1610,I dont like trump but I dont blame him  for responding like this... I mean that reporter was just RUDE!,2 years ago,17
@MinorScalesMajorFuckups,The reporter did not know when to stop. That was rude indeed. Trump did not attack him,11 months ago,0
@viantzpradz4771,Donald loves shade...!!! Its like watching Real housewives of Atlanta!,3 years ago,1
@truthreallyupsetsmostpeopl759,I love it. And they don't listen either.  Ummmm yeah he's GREAT.,8 months ago,1
@chrisbassartist4344,Who was being attacked here? He was right and the state of the country today shows just how right he was about everything,1 year ago,0
@disneyhansonfakaosi1108,The greatest President ever to lead USA,1 months ago,3
@shahzamsuleman9933,"try this on an African or Asian president, you're gone.",3 years ago,270
@endlessctrl,trump being president was such a fever dream,1 year ago,0
@sammy7640,I love President Trump!! He tells the truth!!,1 year ago,0
@markwalker1741,"Imagine Jim Acosta as a guest for dinner. "" The Chicken noodle soup, should have used Chinese noodles not American noodles"" ...."" Ah, no the FDA has a warning against Chinese noodles. The American noodles are fine."".....(Acosta)""I have Chinese noodles in my pocket, I can improve your wife's chicken Noodle soup""....",8 months ago,0
@nicktran2753,"To be honest, most policies proposed by Trump make a lot of sense and benefit America. We have to agree that the immigrants shall come here through a legal process and legal channel. but I hope he can change his style and become less vocally offensive to his opponents. He would have been a great leader if he had shown his humble side and been diplomatic in public.",2 years ago,1
@Geoffzilla,"Rude, terrible person insults ""rude, terrible person.""",1 year ago,0
@HowardARoark,Very well said Donald !,4 years ago,16
@cliffmatthews6577,Trump is Brilliant !,2 years ago,1
@MoeMoe-oe5bi,Trump has very rounded phonetic method (in vowels) with his lips of mouth.,11 months ago,0
@jnreese83,1:43  Trump was on his way to scuffle,1 year ago,0
@roquitoroque7198,I love Donald Trump. My respect to him. :-),4 months ago,2
@johnpaterson4680,WELL SAID PRESIDENT TRUMP ️,11 months ago,2
@AbrahamDemirel,"Well Said Trump, I’m not even your fan but I’m with the honest opinion.",4 years ago,13
@matthew2008able,No fair play to him. Am not a fan of the US presidents or any goverment high up officals but fair dues and fair play call a spade a spade.,3 years ago,0
@universee3717,"I misunderstood President Trump, after seeing what's happened during presidential election, I finally firgured out that Trump was always right.",2 years ago,0
@taherzahrani201,He’s funny,1 year ago,0
@animalhousesanctuary6566,I love Trump. I miss him being in the White House,7 months ago,2
@shannonazzif766,"to be fair, that reporter was being pretty obnoxious",11 months ago,1
@MegaVSable,That guy just wont stop wtf is wrong with him? Have some respect for your president,3 years ago,12
@Stefan-su5wg,Putin has a special kind of treatment for impolite reporters.,2 years ago,0
@bennybronx4990,Oh how I miss this stuff,2 years ago,0
@chrispaul4088,Only In America you can do this to a President and not get “accidentally killed” Merica,1 year ago,1
@bryandass368,"I dont know why every1 hates trump.
Everything ive seen of him is just him being a normal guy and being in the right.",2 months ago,1
@macnx3637,That's how every reporter should be.,4 months ago,3
@ryantres85,"-Can I ask another question?
-That's enough.
-Ok.
And that would've been the end of it. But Acosta acted that way just to get a reaction.",4 years ago,30
@angrybird5699,Trump was still talking calmly even when the reporter started raising his voice. Such a humble person he is!,3 years ago,1
@giovannygonzalez4240,love this,3 years ago,0
@tristen224,What an embarrassment of both parties.,1 year ago,0
@DomOfSin666,"I'm by no means a Trump supporter, but the reporter was constantly interupting him and being totally disrespectful. If this is what Trump has to deal with on a daily basis, then I understand why he has all this beef with news corporations.",2 years ago,0
@dannydingus3416,Well once again you might as well been looking in a mirror cuz he was talking about himself,7 days agos,0
@skoots6303,This got more views than the number of people who read Jim Acosta’s book.,4 years ago,88
@TroyProutyShow,and the way Trump treats people is like he is an authoritarian,1 year ago,0
@user-qc2ge6ob5q,"The disrespect he shows to the president is astounding, this only happens in the USA.  No respect whatsoever its embarrassing",2 months ago,0
@JakeRepinski9606,Oh yeah he really attacked him,1 year ago,1
@seeksvengeance8827,"I remember how we used to be so gay and fancy free, walking in parks seeing the lovely flowers our hearts were so English we loved our brothers and sisters.",3 years ago,0
@wiratjajadi,"I think you should let me run the country..You run CNN and if you did it well your ratings would be much better. That's enough. Put down the mic. Love these words, Love Donald Trump",7 months ago,3
@kierstencreates958,"""Okay just sit down please""",3 years ago,45
@ObamaMama90,"We need a president who stands up for us and for our Nation’s issues. President Trump accomplished more positives than any other previous president. 
We need a president with high energy and hot blood.
Not as sleepy Joe, low energy, and cold blooded!",9 months ago,0
@jasminkuka5539,"I started out disliking Trump but today I have a totally different opinion about him. He has handled America's economy with shrewdness and in his indomitable style lift it out of the muck.
Only he can set China straight. No more nonsensical politics just straight talk.",3 years ago,0
@jayp5988,That reporter was so disrespectful,4 days agos,0
@sammy7640,President Trump tells the truth!!,1 year ago,1
@SynthCity-mx5oe,He's not wrong.,1 year ago,1
@alterego9791,Now attacking someone is having a different opinion...,4 years ago,19
@mmkrmyth9808,"""They didn't come from Hollywood""

""If you did it well, your ratings would be much better""",1 year ago,1
@bobleblanc4282,Wouldn't it be great if Trump could actually answer a question without being defensive and rude.,3 years ago,0
@whc7958,I’m surprise he didn’t try to fire him.,1 year ago,0
@scottskorupa107,"I’m not fan of Trump at all, but Biden is the real, Mr. Potato Head!!!!",7 months ago,3
@koalagree9119,Trump sounds like Michael Scott hating on Toby,1 year ago,1
@nicolesumski1233,"He really just said ""Miss President.""",4 years ago,9
@keifer7813,"""Let me do my job and you do yours"". 

One of the worst ways to respond to criticism, especially when it's part of the job lol imagine sports stars responding like that when asked about their performance",1 year ago,0
@jonrobbin170,Trump was awesome we need a strong leader like him,1 year ago,0
@davidnichol6282,When mr Trump says that's enough the point still remains the world primarily is interested in the story about Trump not the journalist that said some still try to cause problems for Trump anyway.,1 year ago,0
@BootyWarriorFleeceJohnson,And we miss him so much ️,1 year ago,1
@klbills8804,Remember when nobody said anything to Jim Acosta for his persistent and far more extreme  behavior than this gentlemen?,4 months ago,0
@sidu1237,"most of the reporters nowadays need manners, etiquette and training..... Instead of listening, they interrupt possibly to show off",3 years ago,12
@kylewilliams4414,I’m starting to really love trump I wish the uk had someone par for par as genuine and cut throat,3 years ago,1
@mikikaboom9084,"He's such a brilliant president, shame we don't have anyone like him here in Poland",3 years ago,2
@hunter2442,The reporter is really rude!!,1 year ago,0
@debblackmore7460,This is just doctor orders lockdown drop the Mike pmsl needed this cheers me up stay safe everyone xx,3 years ago,0
@cjisawesome3686,That's fair Mr. President Gosh I miss President Trump. I never thought I would say that.,1 year ago,0
@worstforever1999,"''You are the enemy of the people"".
Lol",3 years ago,471
@softroseforyou7457,I have to agree with Trump on this one. All migrants must come here legally and have their picture taken. Every one who lives in the United States must do their share and pay taxes. It is not fair that some people live here and not pay taxes and others do....,1 months ago,1
@LevinsReview,"I miss trump America and the entire world, is not the same without him.",1 year ago,0
@VAN-wy3hq,"""A poor mans George Clooney attacks the president of the United States."" There... fixed the title for you.",1 year ago,0
@patmarkus5569,The respect goes to the reporter the president isn't made for the White House,3 years ago,0
@roachdoggjr54,"i think ""berates"" would be the more appropriate term for this situation .",1 year ago,0
@zolombomcgillicutty8278,"He is absolutely right,  CNN reporter was very rude, needed to zip it when told to",1 year ago,12
@johnpestano22,the Costa/Trump rivalry is funny,2 years ago,0
@robertogonzales1956,Trump is the last person to label someone as being rude. Trump is not smart enough to know Jim Acosta is going to ask him a tough question. He shouldn't call on him.,2 years ago,0
@artdaydesigns,"Reporter? He's just a disrespectful, mediocre political agitator.",7 months ago,3
@MsEvilgenius101,"You guys are missing the point. This isn’t about migrants coming in legally, nobody is really debating that. We re just looking at he treats reporters every time he gets asked a simple question. He gets his panties up in a bunch all the time.",3 years ago,0
@mikelariviere0910,Trump also calls the kettle black and throws boulders in glass houses,2 months ago,0
@xxmrxxohioxxmobbxxsquadxx2023,No he’s right with what he’s saying against the reporters,3 years ago,14
@juyacity3734,Love Trump from Iran. respect him !!,1 year ago,0
@jlr_1037,We need this man back!!!!,1 year ago,2
@ejdiicuf,"CNN: exists

Trump: ""and I took that personally...""",1 year ago,0
@charlesmartel8228,"The reporter deserved it. Trump does not get intimidated by the media.
Imagine what would be the headlines if the same was done to Obama.",3 years ago,1
@AlenAlic,I miss Trump so much  legend,1 year ago,0
@Th_Uslss_Indvdl,"Plot twist, he was just repeating what someone told him earlier",2 years ago,35
@josephmcnamee9622,You gotta admit even tho all politicians are corrupt atleast we had some comedy when trump was in office,2 years ago,0
@siddharthabosechowdhury989,"certainly the reporter has ashamed the entire journalist diaspora...he is arguing with the President in a volatile manner, he lacks courtesy on all fronts",3 years ago,0
@craigm72,"He asked could I ask another question..
Trump said No that’s enough. So next question..

That’s it in a fkn nutshell",1 year ago,0
@charlesyang1292,"I don't like the word invasion, but I agree what Trump said, they have to come in legally, because that will help the country gain more elite for various industries",3 years ago,0
@arifcoco,I agree with u Donald. That is what im trying to impose here. Ppl misundertood n did bad things to me.,1 year ago,0
@katielam9844,Donald Trump didn’t attack him at all,2 years ago,70
@hellosir9179,Missing old memories,11 months ago,0
@npats9465,"However bad the reporter was, Trump was 
appeared to be a little too ""I am Daddy and what I say goes"". He came across as being rude and annoying and that classic of politicians- EVASIVE. That's just one opinion, about this one clip before anyone comes after me!",3 years ago,0
@bman6065,"""Rude and terrible person"". Ain't that calling the kettle black?",1 year ago,0
@mohdkaif5534,They should learn from our Indian reporter's how to respect the president,3 years ago,3
@LebanonJames420,“Go ahead”,11 months ago,1
@shubhamrai156,"Who is here after ""you are terrible reporter""",3 years ago,403
@steveprentice4513,Trump is an awesome guy. A real man's man.,3 years ago,0
@infinightsky,"Typically, trump reacts like a child to even the slightest criticism",1 year ago,0
@annlilian8071,He dosen't listen the interviewer,8 days agos,0
@jeremykooi6215,"I love and respect the toughness in Trump, that's what makes him a great leader. He's not a wimp like Biden.",1 year ago,1
@baantalingngam,Takes one to know one,9 months ago,0
@suzaic9139,I don't understand why he was not escorted out the building! How disrespectful!,4 years ago,245
@benaissa9684,"I'm not a Trump supporter, but in this one Trump is right. He asked a question he should have stopped and listen to the answer. It's not a debate.
The reporter is more fit to do police interrogations.",2 years ago,0
@Turbulence333,Bring this man back!!!,11 months ago,0
@ArlenBroege-hi1zi,If I had been Trump I would have went out and took the microphone away from him,20 hours agos,0
@richardrodriguez4229,"Trump is upset at the CNN Reporter because he didn't buy him a drink at the bar, and Stormy Daniels wouldn't spend the night with him!",8 months ago,0
@EMBODIMENTOFAGONY,"Don't say ""attacked"" quit making this guy seem bad",1 year ago,0
@maxpowers518,Who else is watching this to practice their Trump impression?,3 years ago,12
@iwillnotcomply2002,Trump is great.. and has every right.,2 years ago,2
@iVitaliy1,Donny was this close to coming down there and throwing some fists. lol,3 years ago,1
@vmshastri4983,Who attached who here? Trump was under attack here and he defended himself like a pro!,1 year ago,2
@user-jp3wl4fg2h,"That is the Trump's version of Democracy? It seems more like Putin in Russia, when he brilliantly evade the ""uncomfortable"" questions)",2 years ago,0
@--SPQR--,This is 2023 and turns out Trump was right all along.,4 months ago,2
@creative123style7,I don't like TRUMP but he knows what he's talking about. That reporter needs to shut up,3 years ago,254
@ChillingFacts44,Trump has to face questions that might be tough at a president. This is absolutely ridiculous. Not even mentioning how disrespectful he is towards an American to whom he is meant to serve as president,2 years ago,4
@marion2330,Argentina necesita un presidente así. Van a ver como se acaba la joda,2 years ago,0
@matthewwilliams8339,Love Trump,8 months ago,4
@Asiyagill,Trump is right. Peopl need legal paper work to enter in any country.  So many peopl come to enter other countries illegally. Appreciated Trump's action!,3 years ago,1
@skeezer180,"This Guy for some reason always seems to be in trouble , perhaps he needs to receive someform of healing",2 months ago,0
@gaisenseineemo4333,1:26 lmao that lady,3 years ago,24
@samuelisrael7586,"Trump is legend 
What a great man",3 years ago,1
@Bella-iy2kw,Those companies trump was talking about are going to start running away bc of Biden’s raise on taxes. We have the immigrants but not the jobs,2 years ago,0
@eymannassole6162,"""You are a very rude and terrible person""
                                    -rude terrible person",1 year ago,5
@randomtrooper.8646,"""You are a rude, terrible person.""

Quite bold coming from you Donald.",2 years ago,34
@fatimadaher7499,We and Trump are very different but we have a common enemy .,1 year ago,0
@navdeepgusain3059,"For once I agree with him.
The report was not showing any decency. 
Don't respect the person but the post.",2 years ago,29
@kiingkhris8968,“you’re a rude terrible person” but trump was literally the one interrupting him when he was asking the question-,3 years ago,1
@mckaystillman5086,Trump is a pure badass!,3 years ago,0
@jokjoan,"Are the reporters in that country didn't finish kindergarten?
Rude af.",1 year ago,0
@heliosk8432,I don't like trump but he's entertaining how he makes a fool of himself,3 years ago,0
@marvinevans5209,Sounds like something a female would say at the wrong time of the month.,1 year ago,0
@TravyJsSpace,"""We have a difference of opinion"" straight up though lol accept it.",1 year ago,8
@robertomartin4453,"What uneducated media reporters. A civilized dialogue means letting the one you communicate with end and then you can start. Interrupts, contradicts, strikes with inappropriate words at the person President of the USA. I believe that WH does not have strict rules for communicating with the media regarding morality and civilization in the dialogues that take place with the Presidential Institution. WH must impose strict civilized and moral rules on reporters looking for the sensational and not present necessary information to the general public.",3 years ago,0
@Duzycztowiek,"Trump is like that annoying sub that doesn't know what is going on but wants things his way, lol",2 years ago,0
@smylmvv,It seems that he being asked so much!,4 months ago,0
@ytmarian1583,Wow Trump really hates reporters...,2 years ago,0
@jamesgotwalt9446,"Imagine if they question Biden like this 

Mental breakdown in 5 4 3",6 months ago,1
@nideeshc4527,"""You are the enemy of the people""",3 years ago,127
@robertcummings3570,"This was a few years ago, but watching this reminds me again of just how errigant and an embarrassment to the office that he held he was. Joe Biden needs to go, but the last thing this country needs is Trump back in the White House.",7 days agos,0
@federicopagano6590,I love Donald's personality,3 years ago,0
@user-rc2xs5ti2w,I saw this one. The journalist has no notions low level fellow.,3 months ago,0
@LordHannigan,"Reporter: Sir what is 2 plus 2? 
Trump: you are a terrible person and are extremely rude.",2 years ago,2
@walterheublein5848,i know the reporter don't cheat on his wife the way Donnie cheats on his wife.,2 months ago,1
@wadep9916,Does Jim Acosta think he's the only reporter there with questions? They should escort him outside...,3 years ago,10
@fernandoribeiro7738,Europe needs someone like TRUMP to MAKE EUROPE GREAT AGAIN,3 years ago,0
@moisepicard5883,WE COULD NEVER BE MORE PROUDER OF PAPA JOE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!...,2 years ago,4
@sdriscoll1757,"Lol ""hey weren't actors!!!""",1 year ago,0
@MarmaladeStex,"Due to recent events the Next War could be the Mask wearers v The Non Mask wearers!,
Mask Wearers Led by Zorro or The Lone Ranger & Noel Gallagher Leading the Non Mask wearers!.",2 years ago,0
@user-ef6be8jd4u,That hand shaking shuuuuft,1 months ago,0
@luisquezada7394,He tried to tell us about CNN.,1 year ago,10
@seferino,"Man, Trump is the fastest in the wild west.",3 years ago,0
@siyyamfarrukh8248,Im against Trump and his policies but have to give it to him for entertainment always makes me laugh,1 year ago,0
@jamesneuzil5393,Yeah this is what happens when you corner a criminal..,1 year ago,0
